AuSR,Dataset,File,TR,PSNR,SSIM,TCP,Time
1,3,869,20,32.1779,0.9735,0.0743,2.7918
1,3,869,30,29.3718,0.9551,0.1554,3.0789
1,3,869,40,27.0588,0.9276,0.2617,3.5438
1,3,869,50,24.5303,0.8867,0.3809,4.3102
1,3,869,60,22.4909,0.8314,0.5083,5.5688
1,3,869,70,20.2072,0.7492,0.643,8.8541
1,3,869,80,17.9335,0.6468,0.7697,17.7154
1,3,870,10,37.7751,0.9842,0.019,2.6171
1,3,870,20,32.3723,0.9665,0.0743,2.829
1,3,870,30,30.1587,0.9441,0.1554,3.0961
1,3,870,40,28.1641,0.9144,0.2617,3.5225
1,3,870,50,26.0621,0.8751,0.3808,4.2448
1,3,870,60,24.2368,0.8286,0.5083,5.5831
1,3,870,70,22.0904,0.7655,0.643,8.7624
1,3,870,80,19.8889,0.6682,0.7697,17.5936
1,3,871,10,37.6009,0.9857,0.019,2.631
1,3,871,20,32.4971,0.9698,0.0743,2.8074
1,3,871,30,29.4439,0.9481,0.1554,3.0629
1,3,871,40,27.3297,0.9179,0.2617,3.504
1,3,871,50,25.3815,0.8784,0.3809,4.2437
1,3,871,60,23.5751,0.8301,0.5083,5.5905
1,3,871,70,21.7364,0.7633,0.643,8.8108
1,3,871,80,19.5937,0.6699,0.7697,17.5723
1,3,872,10,40.2475,0.9912,0.0194,2.6326
1,3,872,20,34.7787,0.9854,0.074,2.7941
1,3,872,30,31.3639,0.9758,0.1546,3.0488
1,3,872,40,28.3852,0.9594,0.2611,3.4892
1,3,872,50,26.1422,0.9363,0.3806,4.2531
1,3,872,60,24.1802,0.9047,0.5085,5.5997
1,3,872,70,22.047,0.8562,0.6422,8.6405
1,3,872,80,19.4032,0.7826,0.7694,17.1277
1,3,873,10,33.4159,0.9916,0.0194,2.6687
1,3,873,20,29.6128,0.984,0.074,2.8101
1,3,873,30,27.3008,0.9687,0.1546,3.0967
1,3,873,40,25.4565,0.9504,0.2611,3.4901
1,3,873,50,24.0061,0.9302,0.3806,4.2611
1,3,873,60,22.5273,0.9041,0.5085,5.5454
1,3,873,70,20.8098,0.8669,0.6421,8.6391
1,3,873,80,18.8989,0.8119,0.7694,16.9967
1,3,874,10,28.5009,0.9858,0.019,2.61
1,3,874,20,25.6218,0.9739,0.0743,2.7922
1,3,874,30,23.9184,0.9576,0.1554,3.051
1,3,874,40,22.4543,0.935,0.2617,3.5153
1,3,874,50,21.113,0.9057,0.3809,4.2192
1,3,874,60,19.9564,0.8687,0.5083,5.6002
1,3,874,70,18.739,0.8222,0.643,8.7179
1,3,874,80,17.3022,0.7573,0.7697,17.5759
1,3,875,10,27.254,0.976,0.0194,2.5791
1,3,875,20,23.9654,0.9523,0.074,2.751
1,3,875,30,22.0587,0.9275,0.1546,3.0312
1,3,875,40,20.5722,0.8988,0.2611,3.4687
1,3,875,50,19.4017,0.8671,0.3806,4.2013
1,3,875,60,18.4445,0.8324,0.5085,5.5465
1,3,875,70,17.5918,0.7945,0.6422,8.6087
1,3,875,80,16.7637,0.7524,0.7694,17.5558
1,3,876,10,31.986,0.9954,0.0194,2.6643
1,3,876,20,28.1904,0.9883,0.074,2.7305
1,3,876,30,25.692,0.9784,0.1546,3.0581
1,3,876,40,23.7116,0.9651,0.2611,3.4933
1,3,876,50,22.1312,0.9498,0.3806,4.178
1,3,876,60,20.7845,0.9323,0.5085,5.5547
1,3,876,70,19.542,0.91,0.6422,8.5821
1,3,876,80,18.3121,0.8813,0.7694,17.0866
1,3,877,10,37.2991,0.9967,0.0194,2.6079
1,3,877,20,32.1133,0.9921,0.074,2.7699
1,3,877,30,28.8777,0.9852,0.1546,3.0488
1,3,877,40,26.3859,0.9744,0.2611,3.4756
1,3,877,50,24.6101,0.9607,0.3806,4.1995
1,3,877,60,22.8544,0.9416,0.5085,5.5876
1,3,877,70,21.0714,0.915,0.6422,8.5903
1,3,877,80,19.087,0.875,0.7694,17.0179
1,3,878,10,34.6548,0.9952,0.0194,2.5935
1,3,878,20,29.6825,0.9884,0.074,2.7743
1,3,878,30,26.7713,0.9772,0.1546,3.0408
1,3,878,40,24.7753,0.9618,0.2611,3.4326
1,3,878,50,23.0135,0.9412,0.3806,4.1966
1,3,878,60,21.2391,0.9111,0.5085,5.5816
1,3,878,70,19.4752,0.8711,0.6422,8.5721
1,3,878,80,17.6786,0.8147,0.7694,17.0617
1,3,879,10,33.395,0.9935,0.0194,2.6168
1,3,879,20,28.9304,0.9853,0.074,2.8263
1,3,879,30,26.4926,0.975,0.1546,3.0583
1,3,879,40,24.5042,0.958,0.2611,3.4788
1,3,879,50,22.8562,0.9361,0.3806,4.2202
1,3,879,60,20.9739,0.9038,0.5085,5.5492
1,3,879,70,19.1682,0.8546,0.6422,8.5801
1,3,879,80,17.4125,0.7913,0.7694,17.0016
1,3,880,10,30.5954,0.9899,0.0194,2.586
1,3,880,20,26.3472,0.977,0.074,2.7643
1,3,880,30,24.0382,0.9621,0.1546,3.0724
1,3,880,40,22.2232,0.9433,0.2611,3.4682
1,3,880,50,20.8846,0.9216,0.3806,4.2102
1,3,880,60,19.8196,0.8959,0.5085,5.5209
1,3,880,70,18.9262,0.8669,0.6422,8.5454
1,3,880,80,17.7929,0.8215,0.7694,17.0013
1,3,881,10,30.831,0.9909,0.0194,2.62
1,3,881,20,26.9677,0.9813,0.074,2.7646
1,3,881,30,24.8514,0.9707,0.1545,3.0057
1,3,881,40,23.3214,0.9593,0.2611,3.471
1,3,881,50,22.0739,0.9461,0.3806,4.2203
1,3,881,60,20.967,0.9297,0.5085,5.5704
1,3,881,70,19.8617,0.9078,0.6422,8.6916
1,3,881,80,18.7249,0.877,0.7694,17.0634
1,3,882,10,33.943,0.9965,0.0194,2.5844
1,3,882,20,29.9861,0.9931,0.074,2.7506
1,3,882,30,27.4667,0.9881,0.1546,3.0815
1,3,882,40,25.4394,0.9807,0.261,3.5107
1,3,882,50,23.8062,0.9708,0.3806,4.1599
1,3,882,60,22.3592,0.9573,0.5085,5.5267
1,3,882,70,20.982,0.9365,0.6422,8.5707
1,3,882,80,19.6001,0.9049,0.7693,17.0219
1,3,883,10,31.6201,0.9657,0.019,2.6318
1,3,883,20,28.0996,0.9293,0.0743,2.7567
1,3,883,30,25.9244,0.8889,0.1554,3.0365
1,3,883,40,24.19,0.837,0.2617,3.4965
1,3,883,50,22.5705,0.7748,0.3808,4.218
1,3,883,60,21.0595,0.6974,0.5083,5.6369
1,3,883,70,19.4146,0.6036,0.643,8.7011
1,3,883,80,17.69,0.4962,0.7697,17.5937
1,3,884,10,31.3733,0.9672,0.019,2.5922
1,3,884,20,28.0446,0.926,0.0743,2.7303
1,3,884,30,26.0309,0.8797,0.1554,3.0309
1,3,884,40,24.2503,0.8232,0.2617,3.4946
1,3,884,50,22.7418,0.7583,0.3809,4.2257
1,3,884,60,21.2247,0.6819,0.5083,5.5457
1,3,884,70,19.655,0.5897,0.6429,8.765
1,3,884,80,18.0745,0.4898,0.7697,17.6528
1,3,885,10,34.911,0.9787,0.019,2.6175
1,3,885,20,31.0011,0.9528,0.0743,2.7574
1,3,885,30,28.6514,0.919,0.1554,3.0341
1,3,885,40,26.3566,0.8694,0.2617,3.4903
1,3,885,50,24.1903,0.8028,0.3809,4.2385
1,3,885,60,22.2961,0.7183,0.5083,5.573
1,3,885,70,20.4787,0.6079,0.643,8.7621
1,3,885,80,18.5501,0.4729,0.7697,17.5694
1,3,886,10,35.3135,0.9808,0.019,2.6008
1,3,886,20,29.2229,0.9499,0.0743,2.7629
1,3,886,30,26.1025,0.9085,0.1554,3.0322
1,3,886,40,23.8492,0.8542,0.2617,3.4875
1,3,886,50,21.9714,0.7858,0.3809,4.2107
1,3,886,60,20.2209,0.7,0.5083,5.5892
1,3,886,70,18.425,0.5888,0.6429,8.8061
1,3,886,80,16.4619,0.4524,0.7697,17.559
1,3,887,10,32.6084,0.9777,0.019,2.591
1,3,887,20,27.7771,0.9452,0.0743,2.7447
1,3,887,30,25.1193,0.9025,0.1554,3.0546
1,3,887,40,23.0729,0.843,0.2617,3.5115
1,3,887,50,21.1279,0.7662,0.3809,4.222
1,3,887,60,19.5783,0.6804,0.5083,5.6447
1,3,887,70,17.7317,0.5639,0.643,8.7805
1,3,887,80,15.954,0.4361,0.7697,17.5902
1,3,888,10,34.7844,0.97,0.019,2.5986
1,3,888,20,29.0133,0.9311,0.0743,2.8252
1,3,888,30,26.0439,0.8873,0.1554,3.0685
1,3,888,40,23.7826,0.8296,0.2617,3.4927
1,3,888,50,21.8557,0.7628,0.3809,4.2568
1,3,888,60,20.2772,0.6842,0.5083,5.6172
1,3,888,70,18.6229,0.5876,0.643,8.7244
1,3,888,80,16.9346,0.477,0.7697,17.5923
1,3,889,10,30.8287,0.966,0.019,2.6303
1,3,889,20,27.2034,0.9263,0.0743,2.8422
1,3,889,30,24.5736,0.8803,0.1554,3.0096
1,3,889,40,22.553,0.8204,0.2617,3.5103
1,3,889,50,20.8965,0.7499,0.3809,4.2153
1,3,889,60,19.432,0.6647,0.5083,5.5695
1,3,889,70,17.7576,0.5578,0.643,8.8668
1,3,889,80,15.9983,0.4407,0.7697,17.5397
1,3,890,10,33.5585,0.9765,0.019,2.61
1,3,890,20,29.1967,0.9453,0.0743,2.7607
1,3,890,30,26.7418,0.9059,0.1554,3.0473
1,3,890,40,24.6612,0.8518,0.2617,3.5301
1,3,890,50,22.9262,0.7879,0.3809,4.2506
1,3,890,60,21.2429,0.7088,0.5083,5.5965
1,3,890,70,19.5745,0.6111,0.643,8.7594
1,3,890,80,17.9634,0.4976,0.7697,17.5949
1,3,891,10,28.8934,0.9613,0.019,2.5956
1,3,891,20,25.4047,0.9149,0.0742,2.7919
1,3,891,30,23.6184,0.867,0.1554,3.0658
1,3,891,40,22.1381,0.8089,0.2616,3.5609
1,3,891,50,20.85,0.7461,0.3809,4.2262
1,3,891,60,19.6467,0.6789,0.5083,5.6121
1,3,891,70,18.364,0.599,0.643,8.815
1,3,891,80,16.9198,0.5085,0.7697,17.5148
1,3,892,10,35.6285,0.9801,0.0194,2.6437
1,3,892,20,31.8091,0.958,0.074,2.8078
1,3,892,30,29.2106,0.9315,0.1546,3.1185
1,3,892,40,26.7505,0.8957,0.2611,3.5535
1,3,892,50,24.9337,0.852,0.3806,4.2296
1,3,892,60,23.3551,0.7967,0.5085,6.0681
1,3,892,70,21.8826,0.7335,0.6422,8.5421
1,3,892,80,20.1449,0.6529,0.7694,17.0999
1,3,893,10,32.8208,0.9705,0.019,2.7478
1,3,893,20,28.898,0.9394,0.0743,2.8054
1,3,893,30,26.6764,0.9038,0.1554,3.1017
1,3,893,40,25.0357,0.8607,0.2617,3.5341
1,3,893,50,23.6966,0.8127,0.3808,4.3226
1,3,893,60,22.4805,0.7585,0.5083,5.5894
1,3,893,70,21.1357,0.6968,0.6429,8.8492
1,3,893,80,19.5481,0.6235,0.7697,17.631
1,3,894,10,37.5337,0.9852,0.0194,2.6534
1,3,894,20,33.1248,0.9652,0.074,2.8168
1,3,894,30,30.0832,0.9367,0.1546,3.1138
1,3,894,40,27.8831,0.897,0.2611,3.5512
1,3,894,50,26.2628,0.855,0.3806,4.2251
1,3,894,60,24.5742,0.8027,0.5085,5.5394
1,3,894,70,22.9754,0.7365,0.6422,8.623
1,3,894,80,21.1757,0.6616,0.7694,16.9836
1,3,895,10,27.7956,0.9608,0.0194,2.6381
1,3,895,20,25.102,0.9249,0.074,2.8081
1,3,895,30,23.4076,0.8863,0.1546,3.0834
1,3,895,40,22.1328,0.8427,0.2611,3.513
1,3,895,50,21.0586,0.798,0.3806,4.2128
1,3,895,60,19.9462,0.7471,0.5085,5.5307
1,3,895,70,18.7238,0.6878,0.6422,8.6493
1,3,895,80,17.3567,0.612,0.7694,17.0249
1,3,896,10,33.091,0.9783,0.019,2.6499
1,3,896,20,30.7439,0.9584,0.0743,2.7884
1,3,896,30,28.7965,0.9352,0.1554,3.0662
1,3,896,40,26.5086,0.9005,0.2617,3.5005
1,3,896,50,24.5755,0.8594,0.3809,4.2434
1,3,896,60,22.9379,0.8097,0.5083,5.588
1,3,896,70,21.1909,0.743,0.643,8.775
1,3,896,80,19.4388,0.6652,0.7697,17.6685
1,3,897,10,34.4836,0.9821,0.019,2.6462
1,3,897,20,30.2622,0.9572,0.0743,2.7867
1,3,897,30,27.7156,0.9242,0.1554,3.0305
1,3,897,40,25.7489,0.885,0.2617,3.4812
1,3,897,50,24.2508,0.8421,0.3809,4.2241
1,3,897,60,22.9238,0.7878,0.5083,5.5659
1,3,897,70,21.5215,0.7205,0.643,8.7547
1,3,897,80,19.8815,0.6324,0.7697,17.6525
1,3,898,10,35.2328,0.9807,0.019,2.6478
1,3,898,20,31.6518,0.956,0.0743,2.8034
1,3,898,30,29.2828,0.923,0.1554,3.0988
1,3,898,40,26.806,0.8776,0.2617,3.5199
1,3,898,50,25.004,0.8249,0.3809,4.2575
1,3,898,60,23.285,0.7575,0.5083,5.6074
1,3,898,70,21.359,0.668,0.643,8.8369
1,3,898,80,19.6899,0.5609,0.7697,17.6848
1,3,899,10,39.0035,0.981,0.019,2.6319
1,3,899,20,33.7943,0.9624,0.0743,2.7881
1,3,899,30,30.9222,0.9376,0.1554,3.0667
1,3,899,40,28.8617,0.9073,0.2617,3.5082
1,3,899,50,27.6595,0.8765,0.3809,4.2283
1,3,899,60,26.2959,0.8352,0.5083,5.6238
1,3,899,70,24.7392,0.7762,0.643,8.7321
1,3,899,80,22.7869,0.7041,0.7697,17.5417
1,3,900,10,34.3567,0.9779,0.019,2.6267
1,3,900,20,31.1126,0.9561,0.0743,2.7759
1,3,900,30,28.8483,0.9279,0.1554,3.043
1,3,900,40,27.1968,0.8961,0.2617,3.4968
1,3,900,50,25.5491,0.856,0.3808,4.2297
1,3,900,60,24.0071,0.8077,0.5083,5.6183
1,3,900,70,22.214,0.745,0.643,8.8181
1,3,900,80,20.3949,0.6728,0.7697,17.6241
1,3,901,10,32.5284,0.9796,0.0194,2.6731
1,3,901,20,28.9738,0.9593,0.074,2.7961
1,3,901,30,26.3644,0.9305,0.1546,3.0987
1,3,901,40,24.5734,0.8932,0.2611,3.5122
1,3,901,50,23.1955,0.8553,0.3806,4.2093
1,3,901,60,21.5786,0.8041,0.5085,5.5821
1,3,901,70,19.9097,0.7407,0.6422,8.593
1,3,901,80,17.9669,0.6508,0.7694,17.1528
1,3,902,10,34.7512,0.9874,0.0194,2.6864
1,3,902,20,30.2666,0.9712,0.074,2.8217
1,3,902,30,27.3195,0.946,0.1546,3.0886
1,3,902,40,25.3564,0.9175,0.2611,3.5237
1,3,902,50,23.5817,0.8814,0.3806,4.1986
1,3,902,60,21.4951,0.8258,0.5085,5.6139
1,3,902,70,19.2032,0.7495,0.6422,8.6242
1,3,902,80,17.2024,0.6561,0.7694,17.1459
1,3,903,10,40.1051,0.9822,0.0194,2.6466
1,3,903,20,35.2672,0.9609,0.074,2.8107
1,3,903,30,32.117,0.9327,0.1546,3.0864
1,3,903,40,29.3826,0.8948,0.2611,3.5625
1,3,903,50,26.4672,0.8462,0.3806,4.2182
1,3,903,60,23.9708,0.7799,0.5085,5.5555
1,3,903,70,21.7028,0.6943,0.6422,8.6768
1,3,903,80,19.2711,0.5791,0.7694,17.1743
1,3,904,10,32.0468,0.981,0.019,2.6619
1,3,904,20,28.2478,0.9613,0.0743,2.8747
1,3,904,30,25.8731,0.9335,0.1554,3.0733
1,3,904,40,24.1825,0.8984,0.2617,3.5361
1,3,904,50,22.6494,0.8612,0.3809,4.2629
1,3,904,60,21.0511,0.8145,0.5083,5.6097
1,3,904,70,19.0941,0.7446,0.643,8.8593
1,3,904,80,17.1778,0.6473,0.7697,17.7596
1,3,905,10,34.6168,0.9851,0.0194,2.6299
1,3,905,20,29.9635,0.9676,0.074,2.792
1,3,905,30,27.6778,0.9465,0.1546,3.0952
1,3,905,40,25.6264,0.9165,0.2611,3.5187
1,3,905,50,23.7553,0.8782,0.3806,4.2036
1,3,905,60,21.9312,0.8244,0.5084,5.5663
1,3,905,70,19.8864,0.7426,0.6422,8.634
1,3,905,80,17.6583,0.6263,0.7694,17.1142
1,3,906,10,35.2952,0.9824,0.019,2.6513
1,3,906,20,31.7388,0.962,0.0743,2.7973
1,3,906,30,29.496,0.9355,0.1554,3.0627
1,3,906,40,27.1988,0.8986,0.2617,3.4923
1,3,906,50,24.9829,0.8515,0.3809,4.2554
1,3,906,60,23.3833,0.7958,0.5083,5.618
1,3,906,70,21.6089,0.7224,0.643,8.807
1,3,906,80,19.5999,0.6276,0.7697,17.6275
1,3,907,10,37.4342,0.9883,0.019,2.647
1,3,907,20,33.8732,0.9766,0.0742,2.7771
1,3,907,30,31.3871,0.9598,0.1554,3.0985
1,3,907,40,29.3622,0.9367,0.2616,3.4785
1,3,907,50,27.3845,0.9038,0.3809,4.2578
1,3,907,60,25.422,0.8574,0.5083,5.6106
1,3,907,70,23.3913,0.7943,0.643,8.862
1,3,907,80,21.4231,0.7174,0.7697,17.7638
1,3,908,10,33.9899,0.9732,0.019,2.6331
1,3,908,20,30.6366,0.9459,0.0743,2.8132
1,3,908,30,28.1202,0.9094,0.1554,3.128
1,3,908,40,26.3264,0.8621,0.2616,3.5667
1,3,908,50,24.6985,0.8057,0.3809,4.2854
1,3,908,60,23.2051,0.7335,0.5083,5.6259
1,3,908,70,21.6953,0.645,0.643,8.8402
1,3,908,80,20.1262,0.5423,0.7697,18.3224
1,3,909,10,35.9348,0.9786,0.0194,2.646
1,3,909,20,31.6375,0.9507,0.074,2.805
1,3,909,30,27.7636,0.9128,0.1546,3.1074
1,3,909,40,25.352,0.8649,0.2611,3.542
1,3,909,50,23.2738,0.8019,0.3806,4.2688
1,3,909,60,21.6024,0.73,0.5085,5.5294
1,3,909,70,19.8823,0.6353,0.6422,8.6037
1,3,909,80,18.1634,0.5101,0.7694,17.068
1,3,910,10,40.4872,0.991,0.019,2.6025
1,3,910,20,35.375,0.9789,0.0743,2.7932
1,3,910,30,32.6146,0.9629,0.1554,3.1425
1,3,910,40,30.808,0.9441,0.2617,3.5509
1,3,910,50,28.9177,0.9174,0.3809,4.264
1,3,910,60,26.7853,0.876,0.5083,5.5955
1,3,910,70,24.2547,0.8114,0.6429,8.7518
1,3,910,80,21.8864,0.7301,0.7697,17.6756
1,3,911,10,36.7713,0.9848,0.0194,2.6488
1,3,911,20,32.1502,0.9634,0.074,2.8296
1,3,911,30,29.884,0.9361,0.1546,3.1529
1,3,911,40,28.0715,0.9029,0.2611,3.5411
1,3,911,50,26.5978,0.868,0.3806,4.2302
1,3,911,60,25.1786,0.8197,0.5085,5.5547
1,3,911,70,23.5519,0.7545,0.6422,8.6221
1,3,911,80,21.5941,0.6646,0.7694,17.0632
1,3,912,10,36.2493,0.9781,0.019,2.6336
1,3,912,20,32.6407,0.9576,0.0743,2.7903
1,3,912,30,30.4027,0.9348,0.1554,3.1402
1,3,912,40,28.6601,0.903,0.2617,3.5079
1,3,912,50,27.1641,0.8621,0.3809,4.2768
1,3,912,60,25.5065,0.8036,0.5083,5.5889
1,3,912,70,23.7207,0.7199,0.643,8.8478
1,3,912,80,21.6383,0.6081,0.7697,17.6583
1,3,913,10,35.8238,0.979,0.019,2.6556
1,3,913,20,30.8302,0.9535,0.0743,2.8101
1,3,913,30,28.5567,0.9188,0.1554,3.0306
1,3,913,40,26.2849,0.8705,0.2616,3.5267
1,3,913,50,24.6129,0.8135,0.3809,4.2353
1,3,913,60,23.1434,0.7479,0.5083,5.6078
1,3,913,70,21.6417,0.6631,0.643,8.7521
1,3,913,80,19.9161,0.555,0.7697,17.6372
1,3,914,10,35.8052,0.9775,0.0194,2.6581
1,3,914,20,33.148,0.9535,0.074,2.8055
1,3,914,30,30.4993,0.9223,0.1546,3.0461
1,3,914,40,28.5116,0.8814,0.2611,3.4949
1,3,914,50,26.5301,0.8292,0.3806,4.1854
1,3,914,60,24.3953,0.7598,0.5085,5.5471
1,3,914,70,22.2454,0.6652,0.6422,8.6338
1,3,914,80,20.3467,0.5485,0.7694,17.07
1,3,915,10,38.1536,0.9974,0.0194,2.6082
1,3,915,20,34.7389,0.9942,0.074,2.7818
1,3,915,30,32.2683,0.9897,0.1546,3.0281
1,3,915,40,28.2856,0.9792,0.2611,3.4899
1,3,915,50,26.1351,0.9678,0.3806,4.2103
1,3,915,60,24.4813,0.9541,0.5085,5.5471
1,3,915,70,22.932,0.9362,0.6422,8.5504
1,3,915,80,21.0901,0.9067,0.7694,17.0183
1,3,916,10,36.6297,0.9956,0.0194,2.6278
1,3,916,20,33.2602,0.991,0.074,2.7761
1,3,916,30,30.4615,0.9845,0.1546,3.0699
1,3,916,40,28.2353,0.9764,0.2611,3.4635
1,3,916,50,26.0441,0.9645,0.3806,4.2912
1,3,916,60,23.9401,0.9468,0.5084,5.5726
1,3,916,70,22.2826,0.9277,0.6422,8.64
1,3,916,80,20.9394,0.9023,0.7694,16.978
1,3,917,10,34.9479,0.9715,0.019,2.6581
1,3,917,20,31.2094,0.9337,0.0743,2.8278
1,3,917,30,28.6417,0.89,0.1554,3.095
1,3,917,40,25.848,0.8328,0.2617,3.5206
1,3,917,50,23.4688,0.7649,0.3809,4.2646
1,3,917,60,21.9227,0.6941,0.5083,5.5956
1,3,917,70,20.5172,0.6199,0.643,8.7606
1,3,917,80,18.7213,0.5239,0.7697,17.6604
1,3,918,10,38.9684,0.983,0.0194,2.6551
1,3,918,20,36.265,0.9754,0.074,2.801
1,3,918,30,32.8411,0.9582,0.1546,3.0955
1,3,918,40,30.9467,0.936,0.2611,3.4975
1,3,918,50,28.963,0.9072,0.3806,4.1614
1,3,918,60,27.1819,0.8721,0.5085,5.5656
1,3,918,70,25.0539,0.8251,0.6421,8.6259
1,3,918,80,22.8041,0.7645,0.7694,17.1059
1,3,919,10,39.535,0.9906,0.0194,2.6608
1,3,919,20,36.9582,0.9837,0.074,2.808
1,3,919,30,34.6126,0.9705,0.1545,3.0917
1,3,919,40,32.2902,0.9503,0.2611,3.5181
1,3,919,50,30.2033,0.9257,0.3806,4.2163
1,3,919,60,27.8553,0.8905,0.5085,5.5698
1,3,919,70,25.2819,0.8424,0.6422,8.5663
1,3,919,80,22.7551,0.7792,0.7694,17.058
1,3,920,10,30.5903,0.9749,0.019,2.5896
1,3,920,20,26.8304,0.9384,0.0743,2.7871
1,3,920,30,24.6461,0.8901,0.1554,3.2146
1,3,920,40,22.7145,0.8252,0.2616,3.9733
1,3,920,50,21.012,0.7438,0.3809,4.6012
1,3,920,60,19.658,0.6552,0.5083,6.1704
1,3,920,70,18.2249,0.5426,0.6429,8.9635
1,3,920,80,16.5107,0.4042,0.7697,17.6113
1,3,921,10,34.3756,0.9808,0.019,2.5923
1,3,921,20,31.1822,0.958,0.0743,2.8001
1,3,921,30,28.6928,0.9253,0.1554,3.0517
1,3,921,40,26.5001,0.8792,0.2617,3.5051
1,3,921,50,24.8201,0.8242,0.3809,4.2317
1,3,921,60,22.8852,0.7519,0.5083,5.6342
1,3,921,70,20.7605,0.6547,0.643,8.7449
1,3,921,80,18.7223,0.5441,0.7697,17.5882
1,3,922,10,35.6653,0.9814,0.0194,2.6556
1,3,922,20,31.4628,0.9584,0.074,2.7534
1,3,922,30,27.793,0.9173,0.1546,3.0344
1,3,922,40,25.1871,0.8618,0.2611,3.4784
1,3,922,50,23.0944,0.7901,0.3806,4.1645
1,3,922,60,21.3678,0.7071,0.5085,5.4981
1,3,922,70,19.6113,0.6043,0.6422,8.5805
1,3,922,80,17.8024,0.4881,0.7694,16.9938
1,3,923,10,32.4121,0.9744,0.019,2.6381
1,3,923,20,28.2526,0.9434,0.0743,2.8052
1,3,923,30,26.1203,0.9132,0.1554,3.0591
1,3,923,40,24.143,0.8739,0.2617,3.5192
1,3,923,50,22.6768,0.8293,0.3809,4.2291
1,3,923,60,21.3421,0.7814,0.5083,5.5456
1,3,923,70,19.8817,0.7196,0.643,8.781
1,3,923,80,18.3041,0.6411,0.7697,17.6397
1,3,924,10,36.693,0.9786,0.019,2.6637
1,3,924,20,31.0378,0.9478,0.0743,2.7993
1,3,924,30,27.5926,0.902,0.1554,3.0588
1,3,924,40,25.2143,0.8374,0.2617,3.4822
1,3,924,50,23.4182,0.7644,0.3808,4.271
1,3,924,60,21.6765,0.6777,0.5083,5.6254
1,3,924,70,19.7168,0.5693,0.643,8.7732
1,3,924,80,18.0135,0.4524,0.7697,17.5956
1,3,925,10,35.5954,0.9848,0.019,3.2528
1,3,925,20,31.4873,0.9647,0.0743,2.7863
1,3,925,30,28.674,0.9382,0.1554,3.102
1,3,925,40,26.655,0.9058,0.2617,3.5374
1,3,925,50,25.0336,0.8642,0.3809,4.2576
1,3,925,60,23.0593,0.803,0.5083,5.6012
1,3,925,70,20.878,0.7155,0.643,8.8219
1,3,925,80,18.7343,0.6104,0.7697,17.5655
1,3,926,10,33.5519,0.9773,0.0194,2.6467
1,3,926,20,28.962,0.9432,0.074,2.844
1,3,926,30,26.0961,0.9006,0.1546,3.0104
1,3,926,40,23.9631,0.8468,0.2611,3.5235
1,3,926,50,22.185,0.7803,0.3806,4.1918
1,3,926,60,20.5726,0.7004,0.5085,5.5976
1,3,926,70,18.9188,0.5963,0.6422,8.5415
1,3,926,80,17.3326,0.4791,0.7694,17.0305
1,3,927,10,31.0673,0.9756,0.019,2.5846
1,3,927,20,26.905,0.9378,0.0743,2.7465
1,3,927,30,24.8061,0.8914,0.1554,3.0859
1,3,927,40,22.8394,0.8288,0.2617,3.5437
1,3,927,50,21.2715,0.7514,0.3808,4.2324
1,3,927,60,19.8046,0.6596,0.5083,5.5539
1,3,927,70,18.3288,0.5495,0.643,8.8121
1,3,927,80,16.5996,0.4149,0.7697,17.6612
1,3,928,10,32.7865,0.9763,0.019,2.6694
1,3,928,20,28.5161,0.9493,0.0743,2.7824
1,3,928,30,26.2354,0.9162,0.1554,3.0452
1,3,928,40,24.0482,0.8649,0.2617,3.4766
1,3,928,50,22.4105,0.8112,0.3809,4.2255
1,3,928,60,20.7636,0.742,0.5083,5.5456
1,3,928,70,19.0516,0.6572,0.643,8.7493
1,3,928,80,17.3649,0.5666,0.7697,17.5017
1,3,929,10,30.6919,0.9705,0.019,2.6398
1,3,929,20,27.6372,0.9419,0.0743,2.8187
1,3,929,30,25.86,0.9066,0.1554,3.0525
1,3,929,40,24.2409,0.8626,0.2617,3.529
1,3,929,50,22.5457,0.8018,0.3809,4.1902
1,3,929,60,20.9617,0.7291,0.5083,5.6059
1,3,929,70,19.4751,0.6434,0.643,8.7473
1,3,929,80,17.8113,0.5359,0.7697,17.7823
1,3,930,10,30.6893,0.9735,0.019,2.5975
1,3,930,20,26.991,0.9374,0.0743,2.7686
1,3,930,30,24.4285,0.8896,0.1554,3.0643
1,3,930,40,22.3966,0.8246,0.2617,3.5026
1,3,930,50,20.6787,0.752,0.3809,4.2814
1,3,930,60,19.0608,0.6636,0.5083,5.6013
1,3,930,70,17.2696,0.5517,0.6429,8.7538
1,3,930,80,15.3379,0.4272,0.7697,17.5863
1,3,931,10,36.0623,0.9802,0.019,2.6261
1,3,931,20,31.6747,0.9556,0.0743,2.7935
1,3,931,30,28.3201,0.9236,0.1554,3.044
1,3,931,40,25.895,0.8776,0.2617,3.502
1,3,931,50,24.1823,0.8251,0.3808,4.2356
1,3,931,60,22.2168,0.7505,0.5083,5.5573
1,3,931,70,20.4218,0.6601,0.643,8.7394
1,3,931,80,18.4308,0.55,0.7697,17.578
1,3,932,10,30.6672,0.9724,0.019,2.6486
1,3,932,20,26.5579,0.9313,0.0743,2.8362
1,3,932,30,23.8624,0.876,0.1554,3.0595
1,3,932,40,21.8611,0.805,0.2617,3.557
1,3,932,50,20.3252,0.7315,0.3809,4.2113
