AuSR,Dataset,File,TR,PSNR,SSIM,TCP,Time
2,3,1111,10,31.2489,0.9818,0.0132,3.0143
2,3,1111,20,27.3145,0.9585,0.0545,3.2912
2,3,1111,30,25.0716,0.9284,0.1202,3.629
2,3,1111,40,23.0555,0.8871,0.2147,4.3213
2,3,1111,50,21.1418,0.8311,0.3312,5.1869
2,3,1111,60,19.123,0.7597,0.4683,6.9084
2,3,1111,70,17.3254,0.6688,0.618,10.5194
2,3,1111,80,15.5695,0.563,0.761,19.6276
2,3,1112,10,31.8993,0.9795,0.0132,3.0015
2,3,1112,20,28.1067,0.954,0.0545,3.2881
2,3,1112,30,25.6432,0.9163,0.1202,3.6452
2,3,1112,40,23.7369,0.8685,0.2147,4.2778
2,3,1112,50,22.1454,0.813,0.3312,5.2232
2,3,1112,60,20.5594,0.7397,0.4683,6.8112
2,3,1112,70,19.0796,0.6513,0.618,10.5356
2,3,1112,80,17.6421,0.5565,0.761,19.588
2,3,1113,10,31.4806,0.9761,0.0132,2.9654
2,3,1113,20,28.4496,0.9516,0.0545,3.2698
2,3,1113,30,26.1509,0.9164,0.1202,3.6372
2,3,1113,40,24.4898,0.8736,0.2147,4.2877
2,3,1113,50,22.8216,0.8153,0.3312,5.2177
2,3,1113,60,21.2449,0.7433,0.4683,6.8047
2,3,1113,70,19.5348,0.6539,0.618,10.4843
2,3,1113,80,18.084,0.5488,0.761,19.6465
2,3,1114,10,33.3331,0.9835,0.0132,3.0194
2,3,1114,20,29.163,0.9631,0.0545,3.2529
2,3,1114,30,26.514,0.9337,0.1202,3.6366
2,3,1114,40,24.0128,0.8907,0.2147,4.2714
2,3,1114,50,21.8848,0.8331,0.3312,5.2001
2,3,1114,60,19.9803,0.7609,0.4683,6.8159
2,3,1114,70,18.2463,0.676,0.618,10.594
2,3,1114,80,16.5888,0.5801,0.761,19.5502
2,3,1115,10,35.484,0.9924,0.0132,3.0087
2,3,1115,20,31.4862,0.9822,0.0545,3.2376
2,3,1115,30,29.1132,0.9711,0.1202,3.6702
2,3,1115,40,26.6858,0.953,0.2146,4.3028
2,3,1115,50,24.4415,0.9275,0.3312,5.2486
2,3,1115,60,22.7849,0.9004,0.4683,6.8452
2,3,1115,70,21.0587,0.8611,0.618,10.5286
2,3,1115,80,19.3779,0.8077,0.761,19.6127
2,3,1116,10,36.9901,0.9929,0.0132,2.9757
2,3,1116,20,32.5998,0.985,0.0545,3.2781
2,3,1116,30,30.0166,0.974,0.1202,3.6535
2,3,1116,40,27.6725,0.956,0.2147,4.3017
2,3,1116,50,25.5074,0.93,0.3312,5.2214
2,3,1116,60,23.9303,0.8944,0.4683,6.827
2,3,1116,70,22.2799,0.8471,0.618,10.5552
2,3,1116,80,20.3865,0.7856,0.761,19.6754
2,3,1117,10,36.6342,0.9957,0.0132,2.9914
2,3,1117,20,31.7128,0.9882,0.0545,3.2679
2,3,1117,30,29.2551,0.9788,0.1202,3.6638
2,3,1117,40,26.7992,0.9612,0.2147,4.3085
2,3,1117,50,24.5671,0.9384,0.3312,5.2469
2,3,1117,60,22.6229,0.9098,0.4683,6.8317
2,3,1117,70,20.538,0.8701,0.618,10.5439
2,3,1117,80,18.2402,0.8154,0.761,19.7151
2,3,1118,10,36.3935,0.9954,0.0128,3.0333
2,3,1118,20,32.9535,0.989,0.0533,3.2888
2,3,1118,30,29.0713,0.9755,0.1192,3.6131
2,3,1118,40,26.3598,0.9565,0.2127,4.2671
2,3,1118,50,24.1667,0.9294,0.3296,5.1983
2,3,1118,60,22.3676,0.8993,0.4649,6.7785
2,3,1118,70,20.4666,0.8539,0.6157,10.0412
2,3,1118,80,18.2945,0.791,0.76,19.0266
2,3,1119,10,34.169,0.9817,0.0132,3.0587
2,3,1119,20,29.8119,0.9611,0.0545,3.4744
2,3,1119,30,27.4116,0.9384,0.1202,3.7803
2,3,1119,40,25.6711,0.9116,0.2147,4.2906
2,3,1119,50,24.1497,0.8773,0.3312,5.23
2,3,1119,60,22.6222,0.8347,0.4683,6.8815
2,3,1119,70,21.1309,0.7777,0.618,10.5114
2,3,1119,80,19.6346,0.7134,0.761,19.8274
2,3,1120,10,34.1435,0.9842,0.0128,3.8148
2,3,1120,20,29.7081,0.9638,0.0533,3.4543
2,3,1120,30,26.1657,0.9306,0.1192,6.9464
2,3,1120,40,23.744,0.8827,0.2127,5.7823
2,3,1120,50,21.6746,0.8164,0.3296,6.6743
2,3,1120,60,19.6186,0.7355,0.4649,8.1519
2,3,1120,70,18.1496,0.6489,0.6157,14.025
2,3,1120,80,16.7017,0.5575,0.76,23.4278
2,3,1121,10,35.9232,0.9816,0.0132,3.0376
2,3,1121,20,31.4812,0.9564,0.0545,3.3243
2,3,1121,30,28.3532,0.9172,0.1202,3.7233
2,3,1121,40,25.7057,0.8601,0.2147,4.3001
2,3,1121,50,23.5504,0.7891,0.3312,5.2733
2,3,1121,60,21.6279,0.6986,0.4683,6.8992
2,3,1121,70,19.6873,0.5836,0.618,10.7807
2,3,1121,80,17.9714,0.4626,0.7609,19.9624
2,3,1122,10,33.9347,0.9855,0.0128,3.036
2,3,1122,20,29.5709,0.9622,0.0533,3.2627
2,3,1122,30,26.6643,0.9278,0.1192,3.7352
2,3,1122,40,24.261,0.8792,0.2127,4.3386
2,3,1122,50,22.2642,0.8193,0.3296,5.3243
2,3,1122,60,20.6952,0.7447,0.4649,6.8694
2,3,1122,70,19.0676,0.6569,0.6157,10.1525
2,3,1122,80,17.2952,0.5486,0.76,19.1809
2,3,1123,10,33.0122,0.979,0.0132,3.0369
2,3,1123,20,28.09,0.9451,0.0545,3.2732
2,3,1123,30,25.5593,0.9056,0.1202,3.7092
2,3,1123,40,23.4246,0.8541,0.2147,4.3062
2,3,1123,50,21.6254,0.7937,0.3312,5.211
2,3,1123,60,20.0783,0.7214,0.4683,6.9052
2,3,1123,70,18.4499,0.6363,0.618,10.4912
2,3,1123,80,16.9556,0.5525,0.7609,19.7982
2,3,1124,10,34.1604,0.9828,0.0132,3.1521
2,3,1124,20,30.9123,0.9563,0.0545,3.3016
2,3,1124,30,27.8567,0.9176,0.1202,3.6887
2,3,1124,40,24.207,0.8635,0.2147,4.3121
2,3,1124,50,22.1406,0.7975,0.3312,5.2488
2,3,1124,60,19.9405,0.7115,0.4683,6.8899
2,3,1124,70,17.9739,0.6027,0.6179,10.5918
2,3,1124,80,16.0873,0.4901,0.761,19.7653
2,3,1125,10,35.2288,0.988,0.0128,3.117
2,3,1125,20,31.2564,0.9713,0.0533,3.2967
2,3,1125,30,28.6935,0.9463,0.1192,3.748
2,3,1125,40,26.6669,0.9125,0.2127,4.2953
2,3,1125,50,24.9842,0.8675,0.3296,5.2935
2,3,1125,60,23.6381,0.8159,0.4649,6.8422
2,3,1125,70,22.1796,0.7517,0.6157,10.1861
2,3,1125,80,20.932,0.6783,0.76,19.3679
2,3,1126,10,42.9151,0.9985,0.0128,3.0575
2,3,1126,20,40.1293,0.9972,0.0533,3.2923
2,3,1126,30,36.6733,0.9945,0.1192,3.7222
2,3,1126,40,34.0527,0.9907,0.2127,4.3714
2,3,1126,50,31.5166,0.9852,0.3296,5.2483
2,3,1126,60,29.2165,0.9775,0.4649,6.8276
2,3,1126,70,26.9428,0.9662,0.6157,10.1916
2,3,1126,80,24.3768,0.9468,0.76,19.1496
2,3,1127,10,38.6643,0.9956,0.0132,3.0546
2,3,1127,20,34.9002,0.9917,0.0545,3.3264
2,3,1127,30,32.4129,0.986,0.1202,3.7276
2,3,1127,40,30.2312,0.9754,0.2147,4.3794
2,3,1127,50,28.3224,0.96,0.3312,5.2563
2,3,1127,60,26.2929,0.936,0.4683,6.9483
2,3,1127,70,24.4252,0.906,0.618,10.6633
2,3,1127,80,22.3225,0.8558,0.761,19.8311
2,3,1128,10,36.7811,0.9958,0.0132,3.0401
2,3,1128,20,32.7175,0.991,0.0545,3.2916
2,3,1128,30,29.002,0.9812,0.1202,3.6683
2,3,1128,40,25.8495,0.9634,0.2147,4.3155
2,3,1128,50,23.4505,0.9345,0.3312,5.1838
2,3,1128,60,21.7676,0.9007,0.4683,6.8625
2,3,1128,70,20.2053,0.8645,0.618,10.5233
2,3,1128,80,18.5523,0.8121,0.761,19.7996
2,3,1129,10,40.2933,0.9963,0.0132,3.0209
2,3,1129,20,36.0314,0.9913,0.0545,3.3245
2,3,1129,30,33.3172,0.9835,0.1202,3.7326
2,3,1129,40,31.3926,0.9749,0.2147,4.348
2,3,1129,50,29.7743,0.9652,0.3312,5.4819
2,3,1129,60,28.1331,0.9522,0.4683,6.8902
2,3,1129,70,26.354,0.936,0.618,10.6061
2,3,1129,80,24.574,0.9153,0.7609,19.7977
2,3,1130,10,33.9394,0.9912,0.0132,3.0107
2,3,1130,20,29.6718,0.9799,0.0545,3.3087
2,3,1130,30,26.5513,0.9622,0.1202,3.6768
2,3,1130,40,24.2107,0.9356,0.2147,4.2966
2,3,1130,50,22.2628,0.9026,0.3311,5.2831
2,3,1130,60,20.4738,0.8594,0.4682,6.8527
2,3,1130,70,18.6111,0.7993,0.618,10.5537
2,3,1130,80,16.9433,0.727,0.761,19.7043
2,3,1131,10,43.4474,0.9893,0.0132,3.1042
2,3,1131,20,38.499,0.9794,0.0545,3.3534
2,3,1131,30,34.8194,0.9626,0.1202,3.723
2,3,1131,40,31.9441,0.9392,0.2147,4.3552
2,3,1131,50,29.4567,0.9086,0.3312,5.3227
2,3,1131,60,27.6514,0.8717,0.4682,6.8926
2,3,1131,70,25.3974,0.8121,0.618,10.6265
2,3,1131,80,23.5752,0.7299,0.761,19.7559
2,3,1132,10,33.3162,0.9731,0.0132,3.032
2,3,1132,20,30.2551,0.946,0.0545,3.3426
2,3,1132,30,28.406,0.9163,0.1202,3.7215
2,3,1132,40,26.6975,0.8774,0.2147,4.3251
2,3,1132,50,25.1712,0.8294,0.3312,5.2849
2,3,1132,60,23.7664,0.7729,0.4683,6.9165
2,3,1132,70,22.4013,0.7088,0.618,10.556
2,3,1132,80,21.134,0.6484,0.761,19.7885
2,3,1133,10,38.3084,0.9898,0.0128,3.1166
2,3,1133,20,35.6083,0.9831,0.0533,3.3458
2,3,1133,30,33.7663,0.9755,0.1192,3.7052
2,3,1133,40,32.1322,0.9667,0.2127,4.3735
2,3,1133,50,29.9377,0.9514,0.3296,5.3176
2,3,1133,60,27.6412,0.9284,0.4649,6.8465
2,3,1133,70,24.3326,0.8878,0.6157,10.1972
2,3,1133,80,20.9201,0.8391,0.76,19.2563
2,3,1134,10,41.0939,0.9855,0.0128,3.1206
2,3,1134,20,37.1656,0.9706,0.0533,3.3555
2,3,1134,30,33.7979,0.9493,0.1192,3.7413
2,3,1134,40,31.0026,0.9206,0.2127,4.3363
2,3,1134,50,28.4769,0.8839,0.3296,5.2214
2,3,1134,60,26.6339,0.845,0.4649,6.8171
2,3,1134,70,24.9953,0.7989,0.6157,10.1765
2,3,1134,80,22.9468,0.7516,0.76,20.0431
2,3,1135,10,39.0053,0.9941,0.0132,3.0705
2,3,1135,20,34.3867,0.9861,0.0545,3.2706
2,3,1135,30,30.9338,0.9734,0.1202,3.6401
2,3,1135,40,27.7757,0.9504,0.2147,4.3563
2,3,1135,50,25.2901,0.914,0.3312,5.2985
2,3,1135,60,22.9556,0.8632,0.4683,6.8312
2,3,1135,70,20.6533,0.7934,0.618,10.5416
2,3,1135,80,18.2902,0.7039,0.761,19.7852
2,3,1136,10,41.3717,0.9958,0.0128,3.0084
2,3,1136,20,35.9637,0.9892,0.0533,3.2747
2,3,1136,30,31.2127,0.9729,0.1192,3.6548
2,3,1136,40,27.8443,0.944,0.2127,4.3044
2,3,1136,50,25.4004,0.9031,0.3296,5.1886
2,3,1136,60,23.0329,0.8486,0.4649,6.8365
2,3,1136,70,20.5557,0.7721,0.6156,10.1756
2,3,1136,80,18.4295,0.6801,0.7599,19.0161
2,3,1137,10,36.921,0.9846,0.0132,3.0711
2,3,1137,20,31.9814,0.9588,0.0545,3.3312
2,3,1137,30,28.5131,0.9258,0.1202,3.6759
2,3,1137,40,25.6089,0.8779,0.2147,4.409
2,3,1137,50,23.5805,0.8241,0.3312,5.2383
2,3,1137,60,21.7716,0.7525,0.4683,8.1681
2,3,1137,70,20.0695,0.6671,0.618,13.2957
2,3,1137,80,18.5233,0.578,0.761,24.1652
2,3,1138,10,34.2808,0.9842,0.0128,3.8275
2,3,1138,20,29.3356,0.9608,0.0533,4.0368
2,3,1138,30,25.99,0.9233,0.1192,4.9872
2,3,1138,40,23.4903,0.8717,0.2127,5.6198
2,3,1138,50,21.3319,0.805,0.3296,6.2041
2,3,1138,60,19.7404,0.7312,0.4649,8.8166
2,3,1138,70,18.3102,0.6501,0.6157,12.3574
2,3,1138,80,16.711,0.558,0.76,21.4752
2,3,1139,10,35.603,0.9855,0.0132,3.0615
2,3,1139,20,29.7125,0.9639,0.0545,3.2965
2,3,1139,30,27.3079,0.9358,0.1202,3.7268
2,3,1139,40,25.4158,0.8974,0.2147,4.3252
2,3,1139,50,23.771,0.8478,0.3312,5.2936
2,3,1139,60,22.2394,0.7863,0.4683,6.8625
2,3,1139,70,20.66,0.7115,0.618,10.6418
2,3,1139,80,19.1951,0.6295,0.761,19.7195
2,3,1140,10,34.0392,0.9872,0.0132,3.0208
2,3,1140,20,30.2192,0.9716,0.0545,3.3306
2,3,1140,30,27.9648,0.954,0.1202,3.7369
2,3,1140,40,25.1963,0.9206,0.2147,4.5877
2,3,1140,50,23.3639,0.8768,0.3312,5.299
2,3,1140,60,21.5406,0.8191,0.4683,6.8118
2,3,1140,70,19.9719,0.7432,0.618,10.4836
2,3,1140,80,18.5537,0.6615,0.761,19.6713
2,3,1141,10,39.7818,0.9834,0.0132,3.0533
2,3,1141,20,35.2478,0.9611,0.0545,3.3112
2,3,1141,30,32.6386,0.9332,0.1202,3.736
2,3,1141,40,30.5731,0.8954,0.2147,4.2937
2,3,1141,50,28.7195,0.8495,0.3312,5.2757
2,3,1141,60,26.8244,0.7883,0.4683,6.8626
2,3,1141,70,24.8892,0.7122,0.6178,11.4081
2,3,1141,80,23.1108,0.642,0.761,21.0792
2,3,1142,10,33.8462,0.9806,0.0132,3.0532
2,3,1142,20,29.7767,0.9602,0.0545,3.2964
2,3,1142,30,26.4306,0.9253,0.1202,3.7043
2,3,1142,40,23.867,0.8699,0.2147,4.3087
2,3,1142,50,21.7124,0.8023,0.3312,5.3139
2,3,1142,60,19.6199,0.7186,0.4683,6.8514
2,3,1142,70,17.5801,0.6079,0.618,10.5483
2,3,1142,80,15.5433,0.481,0.761,19.6904
2,3,1143,10,33.6631,0.9829,0.0132,3.0117
2,3,1143,20,30.5695,0.966,0.0545,3.263
2,3,1143,30,27.4362,0.9389,0.1202,3.6516
2,3,1143,40,25.0573,0.9005,0.2147,4.2603
2,3,1143,50,23.0273,0.8484,0.3312,5.2219
2,3,1143,60,21.2048,0.7809,0.4683,6.8218
2,3,1143,70,19.2784,0.6932,0.618,10.8555
2,3,1143,80,17.8479,0.6045,0.761,19.7742
2,3,1144,10,36.5028,0.9791,0.0132,3.0743
2,3,1144,20,31.183,0.9501,0.0545,3.2792
2,3,1144,30,28.2328,0.9118,0.1202,3.6716
2,3,1144,40,26.1621,0.8686,0.2147,4.3231
2,3,1144,50,24.4223,0.8167,0.3312,5.4514
2,3,1144,60,22.2882,0.7488,0.4683,6.885
2,3,1144,70,20.7418,0.6794,0.618,10.6522
2,3,1144,80,19.2694,0.6167,0.761,19.9174
2,3,1145,10,32.3397,0.9896,0.0132,3.036
2,3,1145,20,26.8368,0.9689,0.0544,3.2636
2,3,1145,30,23.4087,0.9324,0.1202,3.7365
2,3,1145,40,20.7264,0.88,0.2147,4.3008
2,3,1145,50,18.862,0.8139,0.3312,5.2425
2,3,1145,60,17.1133,0.7215,0.4683,6.8797
2,3,1145,70,15.6665,0.6159,0.618,10.5118
2,3,1145,80,14.5689,0.5103,0.761,19.622
2,3,1146,10,35.1182,0.9828,0.0132,3.0227
2,3,1146,20,31.6612,0.9686,0.0545,3.3081
2,3,1146,30,28.8134,0.9489,0.1202,3.7061
2,3,1146,40,26.1935,0.9175,0.2147,4.3175
2,3,1146,50,23.997,0.8727,0.3312,5.3265
2,3,1146,60,22.1552,0.8163,0.4683,6.8955
2,3,1146,70,20.4708,0.7467,0.618,10.7201
2,3,1146,80,18.7966,0.6622,0.761,19.7343
2,3,1147,10,33.7022,0.9818,0.0132,3.0265
2,3,1147,20,28.0032,0.96,0.0545,3.3227
2,3,1147,30,25.3676,0.9285,0.1202,3.6666
2,3,1147,40,23.1315,0.8823,0.2147,4.3219
2,3,1147,50,21.427,0.8209,0.3312,5.2802
2,3,1147,60,19.9173,0.7501,0.4683,6.8223
2,3,1147,70,18.5037,0.6727,0.618,10.6969
2,3,1147,80,17.1116,0.5809,0.761,19.7734
2,3,1148,10,31.3446,0.981,0.0132,2.9877
2,3,1148,20,26.3998,0.9541,0.0545,3.27
2,3,1148,30,23.4755,0.9143,0.1201,3.6686
2,3,1148,40,21.4123,0.8626,0.2147,4.2836
2,3,1148,50,19.9177,0.8039,0.3312,5.2318
2,3,1148,60,18.5817,0.7367,0.4683,6.8153
2,3,1148,70,17.1165,0.6441,0.618,10.5379
2,3,1148,80,15.8715,0.5493,0.761,20.5249
2,3,1149,10,42.158,0.9889,0.0128,3.2236
2,3,1149,20,38.1929,0.9813,0.0533,3.2865
2,3,1149,30,34.2347,0.9669,0.1192,3.6757
2,3,1149,40,31.0748,0.9411,0.2127,4.2589
2,3,1149,50,28.5603,0.9073,0.3296,5.2289
2,3,1149,60,26.1456,0.8608,0.4649,6.8398
2,3,1149,70,23.6134,0.7944,0.6157,10.1298
2,3,1149,80,21.1164,0.702,0.76,19.1703
2,3,1150,10,41.6874,0.9881,0.0128,3.1036
2,3,1150,20,38.8991,0.9813,0.0533,3.3104
2,3,1150,30,34.8438,0.9692,0.1192,3.7139
2,3,1150,40,31.207,0.9509,0.2127,4.3417
2,3,1150,50,28.5001,0.9266,0.3296,5.2474
2,3,1150,60,26.3853,0.8947,0.4649,6.8913
2,3,1150,70,24.1412,0.849,0.6156,10.0859
2,3,1150,80,22.3794,0.8036,0.76,19.2632
2,3,1151,10,39.5457,0.981,0.0132,3.1151
2,3,1151,20,35.835,0.9711,0.0545,3.397
2,3,1151,30,32.3134,0.955,0.1202,3.7125
2,3,1151,40,30.0534,0.9334,0.2147,4.3608
2,3,1151,50,28.062,0.9076,0.3312,5.2536
2,3,1151,60,26.5027,0.8782,0.4683,6.8898
2,3,1151,70,25.0317,0.8437,0.618,10.5675
2,3,1151,80,23.7756,0.8022,0.761,19.7702
2,3,1152,10,40.7204,0.9891,0.0128,3.0462
2,3,1152,20,36.5509,0.982,0.0533,3.3435
2,3,1152,30,34.2063,0.9708,0.1192,3.696
2,3,1152,40,31.4808,0.9491,0.2127,4.2934
2,3,1152,50,29.2443,0.9181,0.3296,5.2305
2,3,1152,60,27.1224,0.8777,0.4649,6.8296
2,3,1152,70,24.9539,0.8252,0.6157,10.0723
2,3,1152,80,23.3694,0.7684,0.7599,19.1242
2,3,1153,10,41.5558,0.9853,0.0128,3.0924
2,3,1153,20,37.2692,0.9776,0.0533,3.3553
2,3,1153,30,33.8813,0.9624,0.1192,3.7235
2,3,1153,40,30.7773,0.9417,0.2127,4.3276
2,3,1153,50,28.8037,0.9171,0.3296,5.2665
2,3,1153,60,26.9896,0.8843,0.4649,6.8272
2,3,1153,70,25.0274,0.8352,0.6157,10.1358
2,3,1153,80,22.2967,0.7688,0.76,19.2076
2,3,1154,10,41.4769,0.9889,0.0128,3.0658
2,3,1154,20,34.7229,0.9744,0.0533,3.3062
2,3,1154,30,30.4694,0.9527,0.1192,3.6924
2,3,1154,40,27.7059,0.9255,0.2127,4.3067
2,3,1154,50,25.5751,0.8891,0.3296,5.2486
2,3,1154,60,23.6862,0.843,0.4649,6.8535
2,3,1154,70,21.9282,0.7879,0.6157,10.0842
2,3,1154,80,19.9061,0.7078,0.76,19.1341
2,3,1155,10,37.0489,0.9778,0.0132,3.0999
2,3,1155,20,33.5802,0.963,0.0545,3.3251
2,3,1155,30,30.2211,0.9429,0.1202,3.7649
2,3,1155,40,27.0603,0.9081,0.2147,4.3391
2,3,1155,50,25.0003,0.8664,0.3312,5.2729
2,3,1155,60,23.0489,0.8145,0.4683,6.9297
2,3,1155,70,20.9015,0.7415,0.618,10.6229
2,3,1155,80,18.9518,0.6521,0.7609,20.2015
2,3,1156,10,38.9648,0.9815,0.0132,3.128
2,3,1156,20,35.3365,0.9695,0.0545,3.3036
2,3,1156,30,32.8042,0.9497,0.1202,3.7382
2,3,1156,40,29.6943,0.9124,0.2147,4.2974
2,3,1156,50,27.329,0.8658,0.3312,5.2311
2,3,1156,60,25.3071,0.8106,0.4683,6.8876
2,3,1156,70,23.6234,0.7394,0.618,10.659
2,3,1156,80,22.0308,0.6667,0.761,19.7701
2,3,1157,10,32.7007,0.9869,0.0132,3.0659
2,3,1157,20,28.6673,0.9694,0.0545,3.2844
2,3,1157,30,25.7439,0.9412,0.1202,3.7154
2,3,1157,40,23.3481,0.8957,0.2147,4.3267
2,3,1157,50,21.5197,0.8392,0.3312,5.2691
2,3,1157,60,20.1985,0.7777,0.4683,6.9343
2,3,1157,70,18.8719,0.7049,0.6179,10.5452
2,3,1157,80,17.6634,0.6241,0.761,19.7618
2,3,1158,10,33.8757,0.9796,0.0132,3.0474
2,3,1158,20,29.8848,0.9548,0.0545,3.3073
2,3,1158,30,26.9026,0.9155,0.1202,3.6796
2,3,1158,40,24.4358,0.8589,0.2147,4.3084
2,3,1158,50,22.3595,0.7847,0.3312,5.3429
2,3,1158,60,20.6578,0.697,0.4683,6.8548
2,3,1158,70,18.9686,0.5907,0.6179,10.7658
2,3,1158,80,17.3563,0.4809,0.761,19.8538
2,3,1159,10,36.7542,0.9877,0.0132,3.1782
2,3,1159,20,33.8517,0.98,0.0545,3.4743
2,3,1159,30,28.8052,0.9558,0.1202,3.8548
2,3,1159,40,25.7107,0.9141,0.2147,4.4576
2,3,1159,50,23.2697,0.8573,0.3312,5.4518
2,3,1159,60,21.1562,0.7867,0.4683,7.0786
2,3,1159,70,19.3437,0.7027,0.618,10.7993
2,3,1159,80,17.3448,0.6148,0.761,19.8667
2,3,1160,10,36.9491,0.9826,0.0128,3.2986
2,3,1160,20,33.9075,0.9761,0.0533,3.5141
2,3,1160,30,31.5278,0.9663,0.1192,3.9089
2,3,1160,40,29.2797,0.9523,0.2127,4.514
2,3,1160,50,27.0781,0.9357,0.3296,5.4387
2,3,1160,60,25.1543,0.9129,0.4649,7.023
2,3,1160,70,23.2515,0.8823,0.6157,10.226
2,3,1160,80,21.0905,0.8432,0.76,19.2815
2,3,1161,10,31.5743,0.9764,0.0128,3.275
2,3,1161,20,29.2988,0.9682,0.0533,3.5451
2,3,1161,30,27.6087,0.9579,0.1192,3.88
2,3,1161,40,25.7893,0.938,0.2127,4.5021
2,3,1161,50,23.9762,0.9104,0.3296,5.3788
2,3,1161,60,22.4164,0.8794,0.4649,7.0075
2,3,1161,70,20.7439,0.8388,0.6155,10.2851
2,3,1161,80,19.0344,0.7817,0.76,19.1439
2,3,1162,10,33.3362,0.9781,0.0128,3.1157
2,3,1162,20,31.0858,0.9687,0.0533,3.3801
2,3,1162,30,29.5031,0.9591,0.1192,3.7408
2,3,1162,40,28.0188,0.9477,0.2127,4.3088
2,3,1162,50,26.4038,0.9311,0.3296,5.2564
2,3,1162,60,24.9072,0.9124,0.4649,6.8423
2,3,1162,70,23.2246,0.886,0.6157,10.9078
2,3,1162,80,21.6632,0.8509,0.7599,19.1579
2,3,1163,10,36.2204,0.9838,0.0128,3.0889
2,3,1163,20,32.884,0.9734,0.0533,3.2887
2,3,1163,30,29.5179,0.9505,0.1192,3.6375
2,3,1163,40,27.6343,0.9256,0.2127,4.2538
2,3,1163,50,25.8452,0.8935,0.3296,5.2076
2,3,1163,60,24.3946,0.8578,0.4649,6.802
2,3,1163,70,22.8806,0.8134,0.6157,10.03
2,3,1163,80,21.125,0.7576,0.76,19.0353
2,3,1164,10,42.1731,0.986,0.0128,3.0617
2,3,1164,20,38.1899,0.9742,0.0533,3.3667
2,3,1164,30,35.2468,0.9562,0.1192,3.6399
2,3,1164,40,32.1109,0.9266,0.2127,4.2669
2,3,1164,50,29.891,0.8914,0.3296,5.2355
2,3,1164,60,28.1082,0.8471,0.4649,6.8472
2,3,1164,70,26.1041,0.7918,0.6156,10.157
2,3,1164,80,23.7057,0.7175,0.76,19.035
2,3,1165,10,37.6584,0.9831,0.0132,3.0688
2,3,1165,20,33.4117,0.9621,0.0545,3.3214
2,3,1165,30,30.6405,0.9335,0.1202,3.6981
2,3,1165,40,28.302,0.8941,0.2147,4.3356
2,3,1165,50,26.3846,0.8448,0.3312,5.2663
2,3,1165,60,24.5453,0.7788,0.4683,6.8278
2,3,1165,70,22.708,0.6926,0.618,10.5792
2,3,1165,80,20.9433,0.5969,0.761,19.8136
2,3,1166,10,37.1979,0.981,0.0132,3.0487
2,3,1166,20,32.9557,0.9568,0.0545,3.3017
2,3,1166,30,30.3222,0.9261,0.1202,3.6943
2,3,1166,40,27.8849,0.8848,0.2147,4.3309
2,3,1166,50,26.1702,0.8353,0.3312,5.258
2,3,1166,60,24.7078,0.7793,0.4683,6.826
2,3,1166,70,23.1989,0.7118,0.618,10.5549
2,3,1166,80,21.5657,0.6353,0.761,19.5786
2,3,1167,10,39.2889,0.9838,0.0132,3.0632
2,3,1167,20,36.4906,0.9746,0.0545,3.3462
2,3,1167,30,34.227,0.9624,0.1202,3.7379
2,3,1167,40,31.7667,0.9421,0.2147,4.3205
2,3,1167,50,29.019,0.9103,0.3312,5.248
2,3,1167,60,27.1128,0.869,0.4683,6.8402
2,3,1167,70,25.406,0.8184,0.618,10.5425
2,3,1167,80,23.4302,0.7555,0.761,19.6978
2,3,1168,10,36.5712,0.9747,0.0132,3.0329
2,3,1168,20,31.9016,0.9502,0.0545,3.2753
2,3,1168,30,29.578,0.9199,0.1202,3.6723
2,3,1168,40,27.5492,0.8784,0.2147,4.3002
2,3,1168,50,25.8386,0.8286,0.3312,5.2377
2,3,1168,60,24.3547,0.77,0.4683,6.831
2,3,1168,70,22.6005,0.6942,0.6179,10.5228
2,3,1168,80,20.5231,0.5989,0.761,19.655
2,3,1169,10,39.3279,0.9843,0.0128,3.052
2,3,1169,20,34.915,0.9712,0.0533,3.2858
2,3,1169,30,31.396,0.9497,0.1192,3.707
2,3,1169,40,28.4034,0.9162,0.2127,4.278
2,3,1169,50,26.2248,0.8752,0.3296,5.2144
2,3,1169,60,24.4263,0.8255,0.4649,6.8456
2,3,1169,70,22.4001,0.764,0.6157,10.0692
2,3,1169,80,20.6503,0.6955,0.76,19.1459
2,3,1170,10,35.8702,0.9764,0.0128,3.0775
2,3,1170,20,31.9989,0.9533,0.0533,3.2897
2,3,1170,30,29.4467,0.9236,0.1192,3.6895
2,3,1170,40,27.6376,0.8838,0.2127,4.2911
2,3,1170,50,25.9703,0.8372,0.3295,5.231
2,3,1170,60,24.4869,0.7804,0.4649,6.7514
2,3,1170,70,23.0411,0.7134,0.6156,10.0686
2,3,1170,80,21.7817,0.6424,0.7599,19.0245
2,3,1171,10,34.5739,0.9904,0.0132,3.0128
2,3,1171,20,30.6588,0.9798,0.0545,3.262
2,3,1171,30,28.0564,0.9641,0.1202,3.6611
2,3,1171,40,26.2883,0.9453,0.2147,4.3342
2,3,1171,50,24.9347,0.9232,0.3312,5.2435
2,3,1171,60,23.6565,0.8955,0.4683,6.8236
2,3,1171,70,22.2903,0.8583,0.618,10.5046
2,3,1171,80,21.1542,0.8145,0.761,19.5619
2,3,1172,10,34.2545,0.9876,0.0132,3.1233
