AuSR,Dataset,File,TR,ATR,TPR,FNR,FPR,TNR,Precision,F1Score,Accuracy,Time
2,3,599,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.745
2,3,599,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7786
2,3,599,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7295
2,3,599,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7189
2,3,599,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7827
2,3,599,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6807
2,3,600,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8419
2,3,600,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7917
2,3,600,30,0.2992,0.9999,0.0001,0.0107,0.9893,0.9894,0.9946,0.9946,1.7487
2,3,600,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7632
2,3,600,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7263
2,3,600,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.6875
2,3,600,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7741
2,3,600,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6731
2,3,601,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7999
2,3,601,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8774
2,3,601,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8025
2,3,601,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.72
2,3,601,50,0.5014,0.9999,0.0001,0.0093,0.9907,0.9908,0.9954,0.9953,1.7904
2,3,601,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7204
2,3,601,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7072
2,3,601,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7605
2,3,602,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7496
2,3,602,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7683
2,3,602,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.826
2,3,602,40,0.4008,1,0,0.0103,0.9897,0.9898,0.9949,0.9948,1.7161
2,3,602,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7098
2,3,602,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7802
2,3,602,70,0.6999,1,0,0.0328,0.9672,0.9683,0.9839,0.9836,1.6953
2,3,602,80,0.7987,1,0,0.0492,0.9508,0.9531,0.976,0.9754,1.7059
2,3,603,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8451
2,3,603,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7494
2,3,603,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7192
2,3,603,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8362
2,3,603,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7053
2,3,603,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7071
2,3,603,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7917
2,3,603,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6994
2,3,604,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7509
2,3,604,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8458
2,3,604,30,0.2992,1,0,0.0107,0.9893,0.9894,0.9947,0.9946,1.7253
2,3,604,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.712
2,3,604,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7709
2,3,604,60,0.599,0.9999,0.0001,0.0188,0.9812,0.9816,0.9906,0.9905,1.7082
2,3,604,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6775
2,3,604,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7743
2,3,605,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.752
2,3,605,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.732
2,3,605,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8113
2,3,605,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7445
2,3,605,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7035
2,3,605,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8027
2,3,605,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6902
2,3,605,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6942
2,3,606,10,0.0995,0.9995,0.0005,0.0025,0.9975,0.9975,0.9985,0.9985,1.8497
2,3,606,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7405
2,3,606,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7393
2,3,606,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8088
2,3,606,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7219
2,3,606,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.701
2,3,606,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7821
2,3,606,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6674
2,3,607,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7865
2,3,607,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8522
2,3,607,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7236
2,3,607,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7336
2,3,607,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.789
2,3,607,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7041
2,3,607,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6874
2,3,607,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7665
2,3,608,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.77
2,3,608,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7484
2,3,608,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8683
2,3,608,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7253
2,3,608,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7151
2,3,608,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7651
2,3,608,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.709
2,3,608,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.697
2,3,609,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8603
2,3,609,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7918
2,3,609,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7665
2,3,609,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7987
2,3,609,50,0.5014,0.9999,0.0001,0.0093,0.9907,0.9908,0.9954,0.9953,1.7145
2,3,609,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7192
2,3,609,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7404
2,3,609,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6999
2,3,610,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7924
2,3,610,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7374
2,3,610,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8445
2,3,610,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7173
2,3,610,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7344
2,3,610,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7603
2,3,610,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6925
2,3,610,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6784
2,3,611,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8654
2,3,611,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7674
2,3,611,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7635
2,3,611,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8257
2,3,611,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7272
2,3,611,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.6844
2,3,611,70,0.6999,1,0,0.0327,0.9673,0.9683,0.9839,0.9836,1.7652
2,3,611,80,0.7987,1,0,0.0492,0.9508,0.9531,0.976,0.9754,1.6735
2,3,612,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7663
2,3,612,20,0.2002,0.9999,0.0001,0.0062,0.9938,0.9938,0.9969,0.9969,1.8148
2,3,612,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7391
2,3,612,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.6932
2,3,612,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7851
2,3,612,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7099
2,3,612,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9838,0.9836,1.7008
2,3,612,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7743
2,3,613,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7775
2,3,613,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7683
2,3,613,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8168
2,3,613,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7512
2,3,613,50,0.5014,1,0,0.0092,0.9908,0.9909,0.9954,0.9954,1.7325
2,3,613,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8032
2,3,613,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7007
2,3,613,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6888
2,3,614,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8326
2,3,614,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7499
2,3,614,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7456
2,3,614,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.839
2,3,614,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7203
2,3,614,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7178
2,3,614,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7812
2,3,614,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6628
2,3,615,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7394
2,3,615,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8401
2,3,615,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7421
2,3,615,40,0.4008,0.9999,0.0001,0.0103,0.9897,0.9898,0.9948,0.9948,1.7144
2,3,615,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7811
2,3,615,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7229
2,3,615,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6871
2,3,615,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7474
2,3,616,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7649
2,3,616,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7244
2,3,616,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8233
2,3,616,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7309
2,3,616,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7445
2,3,616,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7963
2,3,616,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6857
2,3,616,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.676
2,3,617,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8615
2,3,617,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7556
2,3,617,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7454
2,3,617,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8353
2,3,617,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7247
2,3,617,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.6942
2,3,617,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.8192
2,3,617,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6732
2,3,618,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7578
2,3,618,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8054
2,3,618,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7556
2,3,618,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7213
2,3,618,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.8318
2,3,618,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7351
2,3,618,70,0.6999,1,0,0.0327,0.9673,0.9683,0.9839,0.9837,1.6975
2,3,618,80,0.7987,1,0,0.0492,0.9508,0.9531,0.976,0.9754,1.7402
2,3,619,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7725
2,3,619,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7133
2,3,619,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8326
2,3,619,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7224
2,3,619,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.6939
2,3,619,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8001
2,3,619,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6653
2,3,619,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6662
2,3,620,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7663
2,3,620,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8346
2,3,620,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7541
2,3,620,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.6913
2,3,620,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7798
2,3,620,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7266
2,3,620,70,0.6999,1,0,0.0328,0.9672,0.9683,0.9839,0.9836,1.688
2,3,620,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7564
2,3,621,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7576
2,3,621,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7445
2,3,621,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8106
2,3,621,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7262
2,3,621,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.695
2,3,621,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7834
2,3,621,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7036
2,3,621,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6553
2,3,622,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8644
2,3,622,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.748
2,3,622,30,0.2992,1,0,0.0107,0.9893,0.9894,0.9947,0.9946,1.7432
2,3,622,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.833
2,3,622,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.9401
2,3,622,60,0.599,1,0,0.0188,0.9812,0.9815,0.9906,0.9906,1.7385
2,3,622,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7505
2,3,622,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6943
2,3,623,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.754
2,3,623,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7582
2,3,623,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8214
2,3,623,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7339
2,3,623,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7296
2,3,623,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8035
2,3,623,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6961
2,3,623,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6623
2,3,624,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8371
2,3,624,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7402
2,3,624,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7311
2,3,624,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.787
2,3,624,50,0.5014,0.9999,0.0001,0.0093,0.9907,0.9908,0.9954,0.9953,1.744
2,3,624,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7151
2,3,624,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7662
2,3,624,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6774
2,3,625,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7348
2,3,625,20,0.2002,0.9999,0.0001,0.0062,0.9938,0.9938,0.9969,0.9969,1.814
2,3,625,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7712
2,3,625,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7285
2,3,625,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7844
2,3,625,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.6971
2,3,625,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6526
2,3,625,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7768
2,3,626,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.773
2,3,626,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7385
2,3,626,30,0.2992,1,0,0.0107,0.9893,0.9894,0.9947,0.9946,1.8406
2,3,626,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7531
2,3,626,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7201
2,3,626,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7892
2,3,626,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6901
2,3,626,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6638
2,3,627,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8363
2,3,627,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7915
2,3,627,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7212
2,3,627,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8347
2,3,627,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7064
2,3,627,60,0.599,1,0,0.0188,0.9812,0.9815,0.9907,0.9906,1.7347
2,3,627,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7634
2,3,627,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6796
2,3,628,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7567
2,3,628,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8849
2,3,628,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7814
2,3,628,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7509
2,3,628,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.8024
2,3,628,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.6943
2,3,628,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6568
2,3,628,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7974
2,3,629,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7642
2,3,629,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7504
2,3,629,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8712
2,3,629,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.71
2,3,629,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.71
2,3,629,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8074
2,3,629,70,0.6999,0.9999,0.0001,0.0326,0.9674,0.9684,0.9839,0.9837,1.6882
2,3,629,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6657
2,3,630,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7287
2,3,630,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8051
2,3,630,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7466
2,3,630,40,0.4008,0.9999,0.0001,0.0103,0.9897,0.9898,0.9948,0.9948,1.7169
2,3,630,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.8322
2,3,630,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7222
2,3,630,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6518
2,3,630,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7422
2,3,631,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7826
2,3,631,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7465
2,3,631,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.8064
2,3,631,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7328
2,3,631,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.6994
2,3,631,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8137
2,3,631,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.7392
2,3,631,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6673
2,3,632,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8247
2,3,632,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8154
2,3,632,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,2.3294
2,3,632,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8349
2,3,632,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.6925
2,3,632,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.7156
2,3,632,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6949
2,3,632,80,0.7987,0.9999,0.0001,0.0492,0.9508,0.9531,0.9759,0.9753,1.7558
2,3,633,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7689
2,3,633,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7547
2,3,633,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.811
2,3,633,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7346
2,3,633,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7084
2,3,633,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.8002
2,3,633,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6994
2,3,633,80,0.7987,0.9999,0.0001,0.0492,0.9508,0.9531,0.9759,0.9753,1.6945
2,3,634,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.8135
2,3,634,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7429
2,3,634,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7488
2,3,634,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.8355
2,3,634,50,0.5014,1,0,0.0092,0.9908,0.9909,0.9954,0.9954,1.7149
2,3,634,60,0.599,1,0,0.0188,0.9812,0.9815,0.9907,0.9906,1.72
2,3,634,70,0.6999,1,0,0.0327,0.9673,0.9683,0.9839,0.9836,1.7711
2,3,634,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.6971
2,3,635,10,0.0995,1,0,0.0025,0.9975,0.9975,0.9987,0.9987,1.7606
2,3,635,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.8222
2,3,635,30,0.2992,1,0,0.0108,0.9892,0.9894,0.9947,0.9946,1.7645
2,3,635,40,0.4008,1,0,0.0104,0.9896,0.9898,0.9948,0.9948,1.7349
2,3,635,50,0.5014,1,0,0.0093,0.9907,0.9908,0.9954,0.9954,1.7767
2,3,635,60,0.599,1,0,0.0189,0.9811,0.9814,0.9906,0.9905,1.719
2,3,635,70,0.6999,1,0,0.0328,0.9672,0.9682,0.9839,0.9836,1.6776
2,3,635,80,0.7987,1,0,0.0494,0.9506,0.9529,0.9759,0.9753,1.7434
2,3,636,10,0.0995,0.9998,0.0002,0.0025,0.9975,0.9975,0.9987,0.9987,1.7892
2,3,636,20,0.2002,1,0,0.0062,0.9938,0.9938,0.9969,0.9969,1.7841
