AuSR,Dataset,File,TR,ATR,TPR,FNR,FPR,TNR,Precision,F1Score,Accuracy,Time
1,3,580,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.485
1,3,580,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8861
1,3,581,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7809
1,3,581,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6966
1,3,581,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.3379
1,3,581,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8225
1,3,581,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7494
1,3,581,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.2707
1,3,581,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0648
1,3,581,80,0.799,1,0,0.0115,0.9885,0.9886,0.9943,0.9942,2.7849
1,3,582,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8936
1,3,582,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7726
1,3,582,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.1184
1,3,582,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0886
1,3,582,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.6457
1,3,582,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2655
1,3,582,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4398
1,3,582,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7046
1,3,583,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0466
1,3,583,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.4831
1,3,583,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7921
1,3,583,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0029
1,3,583,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6807
1,3,583,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6289
1,3,583,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9204
1,3,583,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.571
1,3,584,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9715
1,3,584,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6124
1,3,584,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5672
1,3,584,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7389
1,3,584,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0201
1,3,584,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.691
1,3,584,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.3793
1,3,584,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9275
1,3,585,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8295
1,3,585,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9516
1,3,585,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9835
1,3,585,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9977
1,3,585,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4465
1,3,585,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6978
1,3,585,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8277
1,3,585,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7183
1,3,586,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.4522
1,3,586,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2283
1,3,586,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.784
1,3,586,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9589
1,3,586,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0062
1,3,586,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.642
1,3,586,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.126
1,3,586,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7152
1,3,587,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9732
1,3,587,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9024
1,3,587,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7525
1,3,587,40,0.4004,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7441
1,3,587,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9041
1,3,587,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5081
1,3,587,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.8589
1,3,587,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.3266
1,3,588,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7379
1,3,588,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,2.6871
1,3,588,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6715
1,3,588,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8914
1,3,588,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8396
1,3,588,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6289
1,3,588,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7037
1,3,588,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7135
1,3,589,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7287
1,3,589,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.922
1,3,589,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9158
1,3,589,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4382
1,3,589,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9168
1,3,589,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5464
1,3,589,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4692
1,3,589,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4015
1,3,590,10,0.0997,0.9999,0.0001,0.0009,0.9991,0.9991,0.9995,0.9995,3.3883
1,3,590,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6434
1,3,590,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9266
1,3,590,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.3697
1,3,590,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0197
1,3,590,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2687
1,3,590,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.2678
1,3,590,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4213
1,3,591,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3182
1,3,591,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7499
1,3,591,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7793
1,3,591,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.3101
1,3,591,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.4756
1,3,591,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6858
1,3,591,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.768
1,3,591,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7093
1,3,592,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3189
1,3,592,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8778
1,3,592,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8845
1,3,592,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7009
1,3,592,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6359
1,3,592,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1599
1,3,592,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.89
1,3,592,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7346
1,3,593,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9594
1,3,593,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.2937
1,3,593,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8747
1,3,593,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8027
1,3,593,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6104
1,3,593,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4583
1,3,593,70,0.6988,1,0,0.0181,0.9819,0.9823,0.9911,0.991,2.6639
1,3,593,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8678
1,3,594,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1672
1,3,594,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.1633
1,3,594,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.512
1,3,594,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4575
1,3,594,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.0486
1,3,594,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1468
1,3,594,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7817
1,3,594,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.895
1,3,595,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0868
1,3,595,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0565
1,3,595,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0482
1,3,595,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.6412
1,3,595,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3168
1,3,595,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9502
1,3,595,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,2.7554
1,3,595,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6496
1,3,596,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.8679
1,3,596,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2518
1,3,596,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.485
1,3,596,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9098
1,3,596,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9508
1,3,596,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8481
1,3,596,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9628
1,3,596,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6434
1,3,597,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3138
1,3,597,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7261
1,3,597,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0222
1,3,597,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6125
1,3,597,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.2733
1,3,597,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8637
1,3,597,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.4813
1,3,597,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5461
1,3,598,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.4342
1,3,598,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4334
1,3,598,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.1726
1,3,598,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7535
1,3,598,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.5692
1,3,598,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8716
1,3,598,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9349
1,3,598,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.3921
1,3,599,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1092
1,3,599,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.5455
1,3,599,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8523
1,3,599,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5684
1,3,599,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.2348
1,3,599,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.604
1,3,599,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.1957
1,3,599,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7178
1,3,600,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0438
1,3,600,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7441
1,3,600,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0225
1,3,600,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8696
1,3,600,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.7967
1,3,600,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5614
1,3,600,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6451
1,3,600,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.9263
1,3,601,10,0.0997,0.9999,0.0001,0.0009,0.9991,0.9991,0.9995,0.9995,2.7135
1,3,601,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.228
1,3,601,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7318
1,3,601,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.2659
1,3,601,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9046
1,3,601,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6894
1,3,601,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6733
1,3,601,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.1981
1,3,602,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1436
1,3,602,20,0.2003,0.9999,0.0001,0.004,0.996,0.996,0.998,0.998,3.0267
1,3,602,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.0427
1,3,602,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.0736
1,3,602,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.777
1,3,602,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5003
1,3,602,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.0047
1,3,602,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8561
1,3,603,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.509
1,3,603,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8184
1,3,603,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6556
1,3,603,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.8093
1,3,603,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9629
1,3,603,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.5978
1,3,603,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9637
1,3,603,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4156
1,3,604,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.9311
1,3,604,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.242
1,3,604,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8941
1,3,604,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.1514
1,3,604,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.4208
1,3,604,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.6481
1,3,604,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.7029
1,3,604,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7833
1,3,605,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.338
1,3,605,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8712
1,3,605,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.4914
1,3,605,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.9335
1,3,605,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.5195
1,3,605,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.869
1,3,605,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.103
1,3,605,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6443
1,3,606,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6098
1,3,606,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9385
1,3,606,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8254
1,3,606,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.926
1,3,606,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9231
1,3,606,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7698
1,3,606,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9191
1,3,606,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.8517
1,3,607,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0105
1,3,607,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9893
1,3,607,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9513
1,3,607,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.1488
1,3,607,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6395
1,3,607,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8524
1,3,607,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.9672
1,3,607,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7649
1,3,608,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.5753
1,3,608,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8363
1,3,608,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9882
1,3,608,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6967
1,3,608,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3602
1,3,608,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.4361
1,3,608,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.672
1,3,608,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,3.0982
1,3,609,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7504
1,3,609,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.6795
1,3,609,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5992
1,3,609,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.4821
1,3,609,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8067
1,3,609,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9724
1,3,609,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,2.8105
1,3,609,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.6957
1,3,610,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0521
1,3,610,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.3804
1,3,610,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.8412
1,3,610,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.6237
1,3,610,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.2886
1,3,610,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.9862
1,3,610,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.2625
1,3,610,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7288
1,3,611,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7038
1,3,611,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4717
1,3,611,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.7277
1,3,611,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7097
1,3,611,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.906
1,3,611,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.1893
1,3,611,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6065
1,3,611,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.646
1,3,612,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.0519
1,3,612,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.2894
1,3,612,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.4098
1,3,612,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.5256
1,3,612,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.1995
1,3,612,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8651
1,3,612,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,2.619
1,3,612,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.4866
1,3,613,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.1358
1,3,613,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0479
1,3,613,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9095
1,3,613,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.429
1,3,613,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.6733
1,3,613,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.0158
1,3,613,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.5803
1,3,613,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5172
1,3,614,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.2216
1,3,614,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.8697
1,3,614,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.6893
1,3,614,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.2446
1,3,614,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.8534
1,3,614,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.477
1,3,614,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.1883
1,3,614,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7179
1,3,615,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,3.3586
1,3,615,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.9026
1,3,615,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,3.4787
1,3,615,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,3.3492
1,3,615,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.2065
1,3,615,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,3.2554
1,3,615,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,3.2642
1,3,615,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.656
1,3,616,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.6222
1,3,616,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.7395
1,3,616,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.9164
1,3,616,40,0.4005,1,0,0.0068,0.9932,0.9932,0.9966,0.9966,2.4114
1,3,616,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.3407
1,3,616,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.7299
1,3,616,70,0.6988,1,0,0.0181,0.9819,0.9823,0.991,0.991,2.5998
1,3,616,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.7425
1,3,617,10,0.0997,0.9999,0.0001,0.0009,0.9991,0.9991,0.9995,0.9995,3.0538
1,3,617,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,2.4977
1,3,617,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.5636
1,3,617,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.7494
1,3,617,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,3.2077
1,3,617,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.8556
1,3,617,70,0.6988,1,0,0.0181,0.9819,0.9822,0.991,0.9909,2.6555
1,3,617,80,0.799,1,0,0.0116,0.9884,0.9885,0.9942,0.9942,2.5902
1,3,618,10,0.0997,1,0,0.0009,0.9991,0.9991,0.9995,0.9995,2.7144
1,3,618,20,0.2003,1,0,0.004,0.996,0.996,0.998,0.998,3.0287
1,3,618,30,0.2991,1,0,0.003,0.997,0.997,0.9985,0.9985,2.838
1,3,618,40,0.4005,1,0,0.0069,0.9931,0.9932,0.9966,0.9966,2.878
1,3,618,50,0.5008,1,0,0.0074,0.9926,0.9927,0.9963,0.9963,2.9419
1,3,618,60,0.5997,1,0,0.0088,0.9912,0.9912,0.9956,0.9956,2.3265
